original_file,new_file,group,number,common_name,dap_type,rep,control_files,source
ampC93-3.bw,C_PTI4_ampDAP_rep3.bw,C,93,PTI4,ampDAP,3,ampC-N-3.bw,daplist
A30-2.bw,A_EIL1_DAP_rep2.bw,A,30,EIL1,DAP,2,A-N-2.bw,daplist
CN73-1.bw,CN_Sl-ERF_C_4_DAP_rep1.bw,CN,73,Sl-ERF_C_4,DAP,1,CN-N-1.bw,daplist
CN93-2.bw,CN_PTI4_DAP_rep2.bw,CN,93,PTI4,DAP,2,CN-N-2.bw,daplist
A29-1.bw,A_EIL3_DAP_rep1.bw,A,29,EIL3,DAP,1,A-N-1.bw,daplist
A26-2.bw,A_LAT61_DAP_rep2.bw,A,26,LAT61,DAP,2,A-N-2.bw,daplist
SR1-2.bw,SR_JERF1_ampDAP_rep2.bw,SR,1,JERF1,ampDAP,2,SRN-2.bw,daplist
D120_2.bw,D_Sl-ERF_F_5_DAP_rep2.bw,D,120,Sl-ERF_F_5,DAP,2,D_N_2.bw,daplist
ampC87-2.bw,C_SlbHLH014_ampDAP_rep2.bw,C,87,SlbHLH014,ampDAP,2,ampC-N-2.bw,daplist
ampC68-2.bw,C_ERF9_ampDAP_rep2.bw,C,68,ERF9,ampDAP,2,ampC-N-2.bw,daplist
SR83-3.bw,SR_SlWOX14_ampDAP_rep3.bw,SR,83,SlWOX14,ampDAP,3,SRN-3.bw,daplist
CN87-3.bw,CN_SlbHLH014_DAP_rep3.bw,CN,87,SlbHLH014,DAP,3,CN-N-3.bw,daplist
ampA20_1.bw,A_SlNAM1_ampDAP_rep1.bw,A,20,SlNAM1,ampDAP,1,ampA_N_1.bw,daplist
D122_3.bw,D_SlMYB44_DAP_rep3.bw,D,122,SlMYB44,DAP,3,D_N_3.bw,daplist
CN68-3.bw,CN_ERF9_DAP_rep3.bw,CN,68,ERF9,DAP,3,CN-N-3.bw,daplist
A24-3.bw,A_SlWRKY41_DAP_rep3.bw,A,24,SlWRKY41,DAP,3,A-N-3.bw,daplist
A10-1.bw,A_SlGABL2_DAP_rep1.bw,A,10,SlGABL2,DAP,1,A-N-1.bw,daplist
ampB48_1.bw,B_SlERF4-1_ampDAP_rep1.bw,B,48,SlERF4-1,ampDAP,1,ampB_N_1.bw,daplist
ampA14_3.bw,A_SlZIP3_ampDAP_rep3.bw,A,14,SlZIP3,ampDAP,3,ampA_N_3.bw,daplist
ampB47_2.bw,B_GRAS9_ampDAP_rep2.bw,B,47,GRAS9,ampDAP,2,ampB_N_2.bw,bpnet
D119_2.bw,D_ddtfr10a_DAP_rep2.bw,D,119,ddtfr10a,DAP,2,D_N_2.bw,daplist
ampA15_2.bw,A_CNR_ampDAP_rep2.bw,A,15,CNR,ampDAP,2,ampA_N_2.bw,daplist
A5-3.bw,A_SlWRKY81_DAP_rep3.bw,A,5,SlWRKY81,DAP,3,A-N-3.bw,daplist
ampA5_1.bw,A_SlWRKY81_ampDAP_rep1.bw,A,5,SlWRKY81,ampDAP,1,ampA_N_1.bw,daplist
B66_2.bw,B_SlWRKY40_DAP_rep2.bw,B,66,SlWRKY40,DAP,2,B_N_2.bw,daplist
A33-2.bw,A_SlTCP15_DAP_rep2.bw,A,33,SlTCP15,DAP,2,A-N-2.bw,daplist
CN86-2.bw,CN_Sl-ERF_F_3_DAP_rep2.bw,CN,86,Sl-ERF_F_3,DAP,2,CN-N-2.bw,daplist
ampC86-3.bw,C_Sl-ERF_F_3_ampDAP_rep3.bw,C,86,Sl-ERF_F_3,ampDAP,3,ampC-N-3.bw,daplist
ampC84-1.bw,C_Dof4_ampDAP_rep1.bw,C,84,Dof4,ampDAP,1,ampC-N-1.bw,daplist
A28-3.bw,A_LES1_DAP_rep3.bw,A,28,LES1,DAP,3,A-N-3.bw,daplist
F115-2.bw,F_SlERF4-2_DAP_rep2.bw,F,115,SlERF4-2,DAP,2,F-N-2.bw,daplist
ampA23_2.bw,A_TM29_ampDAP_rep2.bw,A,23,TM29,ampDAP,2,ampA_N_2.bw,daplist
F47-3.bw,F_GRAS9_DAP_rep3.bw,F,47,GRAS9,DAP,3,F-N-3.bw,bpnet
F103-2.bw,F_SlWRKY3_DAP_rep2.bw,F,103,SlWRKY3,DAP,2,F-N-2.bw,bpnet
ampB66_3.bw,B_SlWRKY40_ampDAP_rep3.bw,B,66,SlWRKY40,ampDAP,3,ampB_N_3.bw,daplist
CN72-3.bw,CN_SolycHsfC1_DAP_rep3.bw,CN,72,SolycHsfC1,DAP,3,CN-N-3.bw,daplist
ampA18_3.bw,A_SlWRKY11_ampDAP_rep3.bw,A,18,SlWRKY11,ampDAP,3,ampA_N_3.bw,daplist
ampB44_1.bw,B_SlERF36_ampDAP_rep1.bw,B,44,SlERF36,ampDAP,1,ampB_N_1.bw,daplist
A7-1.bw,A_MADS-RIN_DAP_rep1.bw,A,7,MADS-RIN,DAP,1,A-N-1.bw,daplist
A8-2.bw,A_LeZIP2_DAP_rep2.bw,A,8,LeZIP2,DAP,2,A-N-2.bw,daplist
A13-2.bw,A_NAC-NOR_DAP_rep2.bw,A,13,NAC-NOR,DAP,2,A-N-2.bw,daplist
ampD121-2.bw,D_Sl-ERF_C_6_ampDAP_rep2.bw,D,121,Sl-ERF_C_6,ampDAP,2,ampD-N-2.bw,daplist
ampC92-1.bw,C_ERF10_ampDAP_rep1.bw,C,92,ERF10,ampDAP,1,ampC-N-1.bw,daplist
B49_1.bw,B_Sl-ERF_E_4_DAP_rep1.bw,B,49,Sl-ERF_E_4,DAP,1,B_N_1.bw,daplist
ampC72-2.bw,C_SolycHsfC1_ampDAP_rep2.bw,C,72,SolycHsfC1,ampDAP,2,ampC-N-2.bw,daplist
ampA7_3.bw,A_MADS-RIN_ampDAP_rep3.bw,A,7,MADS-RIN,ampDAP,3,ampA_N_3.bw,daplist
A12-3.bw,A_Sl-ERF_E_1_DAP_rep3.bw,A,12,Sl-ERF_E_1,DAP,3,A-N-3.bw,daplist
ampD120-3.bw,D_Sl-ERF_F_5_ampDAP_rep3.bw,D,120,Sl-ERF_F_5,ampDAP,3,ampD-N-3.bw,daplist
ampA6_2.bw,A_Sl-ERF_F_2_ampDAP_rep2.bw,A,6,Sl-ERF_F_2,ampDAP,2,ampA_N_2.bw,daplist
ampC73-3.bw,C_Sl-ERF_C_4_ampDAP_rep3.bw,C,73,Sl-ERF_C_4,ampDAP,3,ampC-N-3.bw,daplist
ampA9_1.bw,A_VAHOX1_ampDAP_rep1.bw,A,9,VAHOX1,ampDAP,1,ampA_N_1.bw,daplist
ampA16_1.bw,A_SlWRKY31_ampDAP_rep1.bw,A,16,SlWRKY31,ampDAP,1,ampA_N_1.bw,bpnet
ampA19_2.bw,A_SolycHsfB1_ampDAP_rep2.bw,A,19,SolycHsfB1,ampDAP,2,ampA_N_2.bw,daplist
A9-3.bw,A_VAHOX1_DAP_rep3.bw,A,9,VAHOX1,DAP,3,A-N-3.bw,daplist
CN93-1.bw,CN_PTI4_DAP_rep1.bw,CN,93,PTI4,DAP,1,CN-N-1.bw,daplist
CN73-2.bw,CN_Sl-ERF_C_4_DAP_rep2.bw,CN,73,Sl-ERF_C_4,DAP,2,CN-N-2.bw,daplist
A30-1.bw,A_EIL1_DAP_rep1.bw,A,30,EIL1,DAP,1,A-N-1.bw,daplist
SR1-1.bw,SR_JERF1_ampDAP_rep1.bw,SR,1,JERF1,ampDAP,1,SRN-1.bw,daplist
D120_1.bw,D_Sl-ERF_F_5_DAP_rep1.bw,D,120,Sl-ERF_F_5,DAP,1,D_N_1.bw,daplist
ampA22_3.bw,A_SlTCP18_ampDAP_rep3.bw,A,22,SlTCP18,ampDAP,3,ampA_N_3.bw,daplist
A29-2.bw,A_EIL3_DAP_rep2.bw,A,29,EIL3,DAP,2,A-N-2.bw,daplist
A26-1.bw,A_LAT61_DAP_rep1.bw,A,26,LAT61,DAP,1,A-N-1.bw,daplist
SR38-1.bw,SR_SlHB1_ampDAP_rep1.bw,SR,38,SlHB1,ampDAP,1,SRN-1.bw,daplist
A28-2.bw,A_LES1_DAP_rep2.bw,A,28,LES1,DAP,2,A-N-2.bw,daplist
A27-1.bw,A_EIL4_DAP_rep1.bw,A,27,EIL4,DAP,1,A-N-1.bw,daplist
ampD115-1.bw,D_SlERF4-2_ampDAP_rep1.bw,D,115,SlERF4-2,ampDAP,1,ampD-N-1.bw,daplist
F115-3.bw,F_SlERF4-2_DAP_rep3.bw,F,115,SlERF4-2,DAP,3,F-N-3.bw,daplist
CN84-1.bw,CN_Dof4_DAP_rep1.bw,CN,84,Dof4,DAP,1,CN-N-1.bw,daplist
D121_1.bw,D_Sl-ERF_C_6_DAP_rep1.bw,D,121,Sl-ERF_C_6,DAP,1,D_N_1.bw,daplist
ampA23_3.bw,A_TM29_ampDAP_rep3.bw,A,23,TM29,ampDAP,3,ampA_N_3.bw,daplist
B64_1.bw,B_SlZIP7_DAP_rep1.bw,B,64,SlZIP7,DAP,1,B_N_1.bw,daplist
ampD103-1.bw,D_SlWRKY3_ampDAP_rep1.bw,D,103,SlWRKY3,ampDAP,1,ampD-N-1.bw,bpnet
A31-1.bw,A_GRAS10_DAP_rep1.bw,A,31,GRAS10,DAP,1,A-N-1.bw,daplist
CN92-1.bw,CN_ERF10_DAP_rep1.bw,CN,92,ERF10,DAP,1,CN-N-1.bw,daplist
F103-3.bw,F_SlWRKY3_DAP_rep3.bw,F,103,SlWRKY3,DAP,3,F-N-3.bw,bpnet
F47-2.bw,F_GRAS9_DAP_rep2.bw,F,47,GRAS9,DAP,2,F-N-2.bw,bpnet
ampB66_2.bw,B_SlWRKY40_ampDAP_rep2.bw,B,66,SlWRKY40,ampDAP,2,ampB_N_2.bw,daplist
CN72-2.bw,CN_SolycHsfC1_DAP_rep2.bw,CN,72,SolycHsfC1,DAP,2,CN-N-2.bw,daplist
SR122-1.bw,SR_SlMYB44_ampDAP_rep1.bw,SR,122,SlMYB44,ampDAP,1,SRN-1.bw,daplist
ampA17_1.bw,A_CBF2_ampDAP_rep1.bw,A,17,CBF2,ampDAP,1,ampA_N_1.bw,daplist
ampA18_2.bw,A_SlWRKY11_ampDAP_rep2.bw,A,18,SlWRKY11,ampDAP,2,ampA_N_2.bw,daplist
A8-3.bw,A_LeZIP2_DAP_rep3.bw,A,8,LeZIP2,DAP,3,A-N-3.bw,daplist
A13-3.bw,A_NAC-NOR_DAP_rep3.bw,A,13,NAC-NOR,DAP,3,A-N-3.bw,daplist
ampD121-3.bw,D_Sl-ERF_C_6_ampDAP_rep3.bw,D,121,Sl-ERF_C_6,ampDAP,3,ampD-N-3.bw,daplist
ampA7_2.bw,A_MADS-RIN_ampDAP_rep2.bw,A,7,MADS-RIN,ampDAP,2,ampA_N_2.bw,daplist
ampC72-3.bw,C_SolycHsfC1_ampDAP_rep3.bw,C,72,SolycHsfC1,ampDAP,3,ampC-N-3.bw,daplist
ampA8_1.bw,A_LeZIP2_ampDAP_rep1.bw,A,8,LeZIP2,ampDAP,1,ampA_N_1.bw,daplist
A12-2.bw,A_Sl-ERF_E_1_DAP_rep2.bw,A,12,Sl-ERF_E_1,DAP,2,A-N-2.bw,daplist
ampC93-1.bw,C_PTI4_ampDAP_rep1.bw,C,93,PTI4,ampDAP,1,ampC-N-1.bw,daplist
ampD120-2.bw,D_Sl-ERF_F_5_ampDAP_rep2.bw,D,120,Sl-ERF_F_5,ampDAP,2,ampD-N-2.bw,daplist
B48_1.bw,B_SlERF4-1_DAP_rep1.bw,B,48,SlERF4-1,DAP,1,B_N_1.bw,daplist
ampC73-2.bw,C_Sl-ERF_C_4_ampDAP_rep2.bw,C,73,Sl-ERF_C_4,ampDAP,2,ampC-N-2.bw,daplist
ampA6_3.bw,A_Sl-ERF_F_2_ampDAP_rep3.bw,A,6,Sl-ERF_F_2,ampDAP,3,ampA_N_3.bw,daplist
ampA19_3.bw,A_SolycHsfB1_ampDAP_rep3.bw,A,19,SolycHsfB1,ampDAP,3,ampA_N_3.bw,daplist
A6-1.bw,A_Sl-ERF_F_2_DAP_rep1.bw,A,6,Sl-ERF_F_2,DAP,1,A-N-1.bw,daplist
A9-2.bw,A_VAHOX1_DAP_rep2.bw,A,9,VAHOX1,DAP,2,A-N-2.bw,daplist
CN73-3.bw,CN_Sl-ERF_C_4_DAP_rep3.bw,CN,73,Sl-ERF_C_4,DAP,3,CN-N-3.bw,daplist
ampA22_2.bw,A_SlTCP18_ampDAP_rep2.bw,A,22,SlTCP18,ampDAP,2,ampA_N_2.bw,daplist
A29-3.bw,A_EIL3_DAP_rep3.bw,A,29,EIL3,DAP,3,A-N-3.bw,daplist
ampC87-3.bw,C_SlbHLH014_ampDAP_rep3.bw,C,87,SlbHLH014,ampDAP,3,ampC-N-3.bw,daplist
ampC68-3.bw,C_ERF9_ampDAP_rep3.bw,C,68,ERF9,ampDAP,3,ampC-N-3.bw,daplist
SR83-2.bw,SR_SlWOX14_ampDAP_rep2.bw,SR,83,SlWOX14,ampDAP,2,SRN-2.bw,daplist
CN87-2.bw,CN_SlbHLH014_DAP_rep2.bw,CN,87,SlbHLH014,DAP,2,CN-N-2.bw,daplist
D122_2.bw,D_SlMYB44_DAP_rep2.bw,D,122,SlMYB44,DAP,2,D_N_2.bw,daplist
CN68-2.bw,CN_ERF9_DAP_rep2.bw,CN,68,ERF9,DAP,2,CN-N-2.bw,daplist
ampD119-1.bw,D_ddtfr10a_ampDAP_rep1.bw,D,119,ddtfr10a,ampDAP,1,ampD-N-1.bw,daplist
A24-2.bw,A_SlWRKY41_DAP_rep2.bw,A,24,SlWRKY41,DAP,2,A-N-2.bw,daplist
F1-1.bw,F_JERF1_DAP_rep1.bw,F,1,JERF1,DAP,1,F-N-1.bw,daplist
ampB47_3.bw,B_GRAS9_ampDAP_rep3.bw,B,47,GRAS9,ampDAP,3,ampB_N_3.bw,bpnet
ampA14_2.bw,A_SlZIP3_ampDAP_rep2.bw,A,14,SlZIP3,ampDAP,2,ampA_N_2.bw,daplist
D119_3.bw,D_ddtfr10a_DAP_rep3.bw,D,119,ddtfr10a,DAP,3,D_N_3.bw,daplist
ampB49_1.bw,B_Sl-ERF_E_4_ampDAP_rep1.bw,B,49,Sl-ERF_E_4,ampDAP,1,ampB_N_1.bw,daplist
ampA15_3.bw,A_CNR_ampDAP_rep3.bw,A,15,CNR,ampDAP,3,ampA_N_3.bw,daplist
A5-2.bw,A_SlWRKY81_DAP_rep2.bw,A,5,SlWRKY81,DAP,2,A-N-2.bw,daplist
A11-1.bw,A_DREB3_DAP_rep1.bw,A,11,DREB3,DAP,1,A-N-1.bw,daplist
SR155-1.bw,SR_SlNAM5_ampDAP_rep1.bw,SR,155,SlNAM5,ampDAP,1,SRN-1.bw,daplist
B44_1.bw,B_SlERF36_DAP_rep1.bw,B,44,SlERF36,DAP,1,B_N_1.bw,daplist
B66_3.bw,B_SlWRKY40_DAP_rep3.bw,B,66,SlWRKY40,DAP,3,B_N_3.bw,daplist
A33-3.bw,A_SlTCP15_DAP_rep3.bw,A,33,SlTCP15,DAP,3,A-N-3.bw,daplist
CN86-3.bw,CN_Sl-ERF_F_3_DAP_rep3.bw,CN,86,Sl-ERF_F_3,DAP,3,CN-N-3.bw,daplist
ampA21_1.bw,A_SlZF1_ampDAP_rep1.bw,A,21,SlZF1,ampDAP,1,ampA_N_1.bw,daplist
ampC86-2.bw,C_Sl-ERF_F_3_ampDAP_rep2.bw,C,86,Sl-ERF_F_3,ampDAP,2,ampC-N-2.bw,daplist
ampB54_1.bw,B_SlMYB70_ampDAP_rep1.bw,B,54,SlMYB70,ampDAP,1,ampB_N_1.bw,daplist
ampC82-1.bw,C_SlMADF1_ampDAP_rep1.bw,C,82,SlMADF1,ampDAP,1,ampC-N-1.bw,daplist
ampD131-2.bw,D_SlHZIP3_ampDAP_rep2.bw,D,131,SlHZIP3,ampDAP,2,ampD-N-2.bw,daplist
B56_2.bw,B_SlMYBL1_DAP_rep2.bw,B,56,SlMYBL1,DAP,2,B_N_2.bw,daplist
SR13-1.bw,SR_NAC-NOR_ampDAP_rep1.bw,SR,13,NAC-NOR,ampDAP,1,SRN-1.bw,daplist
D128_3.bw,D_SlTCP12_DAP_rep3.bw,D,128,SlTCP12,DAP,3,D_N_3.bw,daplist
F105-2.bw,F_SlC2H2L-1_DAP_rep2.bw,F,105,SlC2H2L-1,DAP,2,F-N-2.bw,total_mapped_uniq
CN74-3.bw,CN_APETALA2a_DAP_rep3.bw,CN,74,APETALA2a,DAP,3,CN-N-3.bw,daplist
ampA33_2.bw,A_SlTCP15_ampDAP_rep2.bw,A,33,SlTCP15,ampDAP,2,ampA_N_2.bw,daplist
ampB60_3.bw,B_SlGT2_ampDAP_rep3.bw,B,60,SlGT2,ampDAP,3,ampB_N_3.bw,daplist
SR109-1.bw,SR_SlMYBL3_ampDAP_rep1.bw,SR,109,SlMYBL3,ampDAP,1,SRN-1.bw,daplist
ampD128-1.bw,D_SlTCP12_ampDAP_rep1.bw,D,128,SlTCP12,ampDAP,1,ampD-N-1.bw,daplist
A15-2.bw,A_CNR_DAP_rep2.bw,A,15,CNR,DAP,2,A-N-2.bw,daplist
ampB37_3.bw,B_SlGABL4_ampDAP_rep3.bw,B,37,SlGABL4,ampDAP,3,ampB_N_3.bw,daplist
ampC74-2.bw,C_APETALA2a_ampDAP_rep2.bw,C,74,APETALA2a,ampDAP,2,ampC-N-2.bw,daplist
A14-3.bw,A_SlZIP3_DAP_rep3.bw,A,14,SlZIP3,DAP,3,A-N-3.bw,daplist
ampB39_1.bw,B_EIL2_ampDAP_rep1.bw,B,39,EIL2,ampDAP,1,ampB_N_1.bw,daplist
ampC75-3.bw,C_SlWRKY6_ampDAP_rep3.bw,C,75,SlWRKY6,ampDAP,3,ampC-N-3.bw,daplist
ampA10_1.bw,A_SlGABL2_ampDAP_rep1.bw,A,10,SlGABL2,ampDAP,1,ampA_N_1.bw,daplist
F104-3.bw,F_SolycHsfB2b_DAP_rep3.bw,F,104,SolycHsfB2b,DAP,3,F-N-3.bw,daplist
CN75-2.bw,CN_SlWRKY6_DAP_rep2.bw,CN,75,SlWRKY6,DAP,2,CN-N-2.bw,daplist
ampB61_2.bw,B_SlDof14_ampDAP_rep2.bw,B,61,SlDof14,ampDAP,2,ampB_N_2.bw,daplist
ampD104-1.bw,D_SolycHsfB2b_ampDAP_rep1.bw,D,104,SolycHsfB2b,ampDAP,1,ampD-N-1.bw,daplist
CN83-1.bw,CN_SlWOX14_DAP_rep1.bw,CN,83,SlWOX14,DAP,1,CN-N-1.bw,daplist
ampA24_3.bw,A_SlWRKY41_ampDAP_rep3.bw,A,24,SlWRKY41,ampDAP,3,ampA_N_3.bw,daplist
D129_2.bw,D_SlbHLH147_DAP_rep2.bw,D,129,SlbHLH147,DAP,2,D_N_2.bw,daplist
SR30-2.bw,SR_EIL1_ampDAP_rep2.bw,SR,30,EIL1,ampDAP,2,SRN-2.bw,daplist
A20-1.bw,A_SlNAM1_DAP_rep1.bw,A,20,SlNAM1,DAP,1,A-N-1.bw,daplist
E155-3.bw,E_SlNAM5_DAP_rep3.bw,E,155,SlNAM5,DAP,3,E-N-3.bw,daplist
D124_3.bw,D_SlERF5_DAP_rep3.bw,D,124,SlERF5,DAP,3,D_N_3.bw,daplist
ampA29_2.bw,A_EIL3_ampDAP_rep2.bw,A,29,EIL3,ampDAP,2,ampA_N_2.bw,daplist
ampA26_1.bw,A_LAT61_ampDAP_rep1.bw,A,26,LAT61,ampDAP,1,ampA_N_1.bw,daplist
A22-3.bw,A_SlTCP18_DAP_rep3.bw,A,22,SlTCP18,DAP,3,A-N-3.bw,daplist
F109-2.bw,F_SlMYBL3_DAP_rep2.bw,F,109,SlMYBL3,DAP,2,F-N-2.bw,daplist
CN78-3.bw,CN_SlWRKY23_DAP_rep3.bw,CN,78,SlWRKY23,DAP,3,CN-N-3.bw,daplist
B61_3.bw,B_SlDof14_DAP_rep3.bw,B,61,SlDof14,DAP,3,B_N_3.bw,daplist
A16-1.bw,A_SlWRKY31_DAP_rep1.bw,A,16,SlWRKY31,DAP,1,A-N-1.bw,bpnet
A19-2.bw,A_SolycHsfB1_DAP_rep2.bw,A,19,SolycHsfB1,DAP,2,A-N-2.bw,daplist
ampD124-1.bw,D_SlERF5_ampDAP_rep1.bw,D,124,SlERF5,ampDAP,1,ampD-N-1.bw,daplist
B43_1.bw,B_Sl-ERF_F_4_DAP_rep1.bw,B,43,Sl-ERF_F_4,DAP,1,B_N_1.bw,daplist
ampC78-2.bw,C_SlWRKY23_ampDAP_rep2.bw,C,78,SlWRKY23,ampDAP,2,ampC-N-2.bw,daplist
ampC77-1.bw,C_SlNAM4_ampDAP_rep1.bw,C,77,SlNAM4,ampDAP,1,ampC-N-1.bw,daplist
ampA12_3.bw,A_Sl-ERF_E_1_ampDAP_rep3.bw,A,12,Sl-ERF_E_1,ampDAP,3,ampA_N_3.bw,daplist
F60-2.bw,F_SlGT2_DAP_rep2.bw,F,60,SlGT2,DAP,2,F-N-2.bw,daplist
A2-2.bw,A_CZFP1_DAP_rep2.bw,A,2,CZFP1,DAP,2,A-N-2.bw,daplist
B38_1.bw,B_SlHB1_DAP_rep1.bw,B,38,SlHB1,DAP,1,B_N_1.bw,daplist
B37_2.bw,B_SlGABL4_DAP_rep2.bw,B,37,SlGABL4,DAP,2,B_N_2.bw,daplist
A3-3.bw,A_SlZF2_DAP_rep3.bw,A,3,SlZF2,DAP,3,A-N-3.bw,daplist
A18-3.bw,A_SlWRKY11_DAP_rep3.bw,A,18,SlWRKY11,DAP,3,A-N-3.bw,daplist
ampC96-3.bw,C_SlySBP12a_ampDAP_rep3.bw,C,96,SlySBP12a,ampDAP,3,ampC-N-3.bw,total_mapped_uniq
ampA3_1.bw,A_SlZF2_ampDAP_rep1.bw,A,3,SlZF2,ampDAP,1,ampA_N_1.bw,daplist
ampC79-3.bw,C_SlZIP1_ampDAP_rep3.bw,C,79,SlZIP1,ampDAP,3,ampC-N-3.bw,daplist
ampD108-1.bw,D_SlHZIP2_ampDAP_rep1.bw,D,108,SlHZIP2,ampDAP,1,ampD-N-1.bw,daplist
CN96-2.bw,CN_SlySBP12a_DAP_rep2.bw,CN,96,SlySBP12a,DAP,2,CN-N-2.bw,total_mapped_uniq
F108-3.bw,F_SlHZIP2_DAP_rep3.bw,F,108,SlHZIP2,DAP,3,F-N-3.bw,daplist
ampB62_1.bw,B_SlWRKY7_ampDAP_rep1.bw,B,62,SlWRKY7,ampDAP,1,ampB_N_1.bw,daplist
CN79-2.bw,CN_SlZIP1_DAP_rep2.bw,CN,79,SlZIP1,DAP,2,CN-N-2.bw,daplist
A23-2.bw,A_TM29_DAP_rep2.bw,A,23,TM29,DAP,2,A-N-2.bw,daplist
ampA28_3.bw,A_LES1_ampDAP_rep3.bw,A,28,LES1,ampDAP,3,ampA_N_3.bw,daplist
SR64-1.bw,SR_SlZIP7_ampDAP_rep1.bw,SR,64,SlZIP7,ampDAP,1,SRN-1.bw,daplist
ampB56_3.bw,B_SlMYBL1_ampDAP_rep3.bw,B,56,SlMYBL1,ampDAP,3,ampB_N_3.bw,daplist
SRRIN_TDR4-2.bw,SRRIN_TDR4-2.bw,NA,NA,NA,NA,NA,NA,
D124_2.bw,D_SlERF5_DAP_rep2.bw,D,124,SlERF5,DAP,2,D_N_2.bw,daplist
ampA29_3.bw,A_EIL3_ampDAP_rep3.bw,A,29,EIL3,ampDAP,3,ampA_N_3.bw,daplist
A22-2.bw,A_SlTCP18_DAP_rep2.bw,A,22,SlTCP18,DAP,2,A-N-2.bw,daplist
F109-3.bw,F_SlMYBL3_DAP_rep3.bw,F,109,SlMYBL3,DAP,3,F-N-3.bw,daplist
CN78-2.bw,CN_SlWRKY23_DAP_rep2.bw,CN,78,SlWRKY23,DAP,2,CN-N-2.bw,daplist
CN77-1.bw,CN_SlNAM4_DAP_rep1.bw,CN,77,SlNAM4,DAP,1,CN-N-1.bw,daplist
B61_2.bw,B_SlDof14_DAP_rep2.bw,B,61,SlDof14,DAP,2,B_N_2.bw,daplist
A19-3.bw,A_SolycHsfB1_DAP_rep3.bw,A,19,SolycHsfB1,DAP,3,A-N-3.bw,daplist
ampA2_1.bw,A_CZFP1_ampDAP_rep1.bw,A,2,CZFP1,ampDAP,1,ampA_N_1.bw,daplist
ampC78-3.bw,C_SlWRKY23_ampDAP_rep3.bw,C,78,SlWRKY23,ampDAP,3,ampC-N-3.bw,daplist
B39_1.bw,B_EIL2_DAP_rep1.bw,B,39,EIL2,DAP,1,B_N_1.bw,daplist
ampA12_2.bw,A_Sl-ERF_E_1_ampDAP_rep2.bw,A,12,Sl-ERF_E_1,ampDAP,2,ampA_N_2.bw,daplist
F60-3.bw,F_SlGT2_DAP_rep3.bw,F,60,SlGT2,DAP,3,F-N-3.bw,daplist
A2-3.bw,A_CZFP1_DAP_rep3.bw,A,2,CZFP1,DAP,3,A-N-3.bw,daplist
B37_3.bw,B_SlGABL4_DAP_rep3.bw,B,37,SlGABL4,DAP,3,B_N_3.bw,daplist
A3-2.bw,A_SlZF2_DAP_rep2.bw,A,3,SlZF2,DAP,2,A-N-2.bw,daplist
A17-1.bw,A_CBF2_DAP_rep1.bw,A,17,CBF2,DAP,1,A-N-1.bw,daplist
A18-2.bw,A_SlWRKY11_DAP_rep2.bw,A,18,SlWRKY11,DAP,2,A-N-2.bw,daplist
ampC96-2.bw,C_SlySBP12a_ampDAP_rep2.bw,C,96,SlySBP12a,ampDAP,2,ampC-N-2.bw,total_mapped_uniq
ampC79-2.bw,C_SlZIP1_ampDAP_rep2.bw,C,79,SlZIP1,ampDAP,2,ampC-N-2.bw,daplist
CN96-3.bw,CN_SlySBP12a_DAP_rep3.bw,CN,96,SlySBP12a,DAP,3,CN-N-3.bw,total_mapped_uniq
F108-2.bw,F_SlHZIP2_DAP_rep2.bw,F,108,SlHZIP2,DAP,2,F-N-2.bw,daplist
ampA31_1.bw,A_GRAS10_ampDAP_rep1.bw,A,31,GRAS10,ampDAP,1,ampA_N_1.bw,daplist
CN79-3.bw,CN_SlZIP1_DAP_rep3.bw,CN,79,SlZIP1,DAP,3,CN-N-3.bw,daplist
A23-3.bw,A_TM29_DAP_rep3.bw,A,23,TM29,DAP,3,A-N-3.bw,daplist
ampA28_2.bw,A_LES1_ampDAP_rep2.bw,A,28,LES1,ampDAP,2,ampA_N_2.bw,daplist
ampA27_1.bw,A_EIL4_ampDAP_rep1.bw,A,27,EIL4,ampDAP,1,ampA_N_1.bw,daplist
ampB56_2.bw,B_SlMYBL1_ampDAP_rep2.bw,B,56,SlMYBL1,ampDAP,2,ampB_N_2.bw,daplist
SRRIN_TDR4-3.bw,SRRIN_TDR4-3.bw,NA,NA,NA,NA,NA,NA,
B54_1.bw,B_SlMYB70_DAP_rep1.bw,B,54,SlMYB70,DAP,1,B_N_1.bw,daplist
ampD131-3.bw,D_SlHZIP3_ampDAP_rep3.bw,D,131,SlHZIP3,ampDAP,3,ampD-N-3.bw,daplist
B56_3.bw,B_SlMYBL1_DAP_rep3.bw,B,56,SlMYBL1,DAP,3,B_N_3.bw,daplist
A21-1.bw,A_SlZF1_DAP_rep1.bw,A,21,SlZF1,DAP,1,A-N-1.bw,daplist
CN82-1.bw,CN_SlMADF1_DAP_rep1.bw,CN,82,SlMADF1,DAP,1,CN-N-1.bw,daplist
D128_2.bw,D_SlTCP12_DAP_rep2.bw,D,128,SlTCP12,DAP,2,D_N_2.bw,daplist
B62_1.bw,B_SlWRKY7_DAP_rep1.bw,B,62,SlWRKY7,DAP,1,B_N_1.bw,daplist
ampD105-1.bw,D_SlC2H2L-1_ampDAP_rep1.bw,D,105,SlC2H2L-1,ampDAP,1,ampD-N-1.bw,total_mapped_uniq
